27
1	 1	 2	 1.500000
 2	 3	 4	 1.500000
 3	 5	 6	 1.500000
 4	 1	 3	 1.500000
 5	 2	 4	 1.500000
 6	 3	 5	 1.500000
 7	 4	 6	 1.500000
 8	 1	 7	 1.500000
 9	 2	 8	 1.500000
 10	 5	 9	 1.500000
 11	 6	 10	 1.500000
 12	 1	 11	 1.500000
 13	 3	 12	 1.500000
 14	 5	 13	 1.500000
 15	 2	 14	 1.500000
 16	 4	 15	 1.500000
 17	 6	 16	 1.500000
 18	 1	 17	 1.500000
 19	 3	 17	 1.500000
 20	 2	 17	 1.500000
 21	 4	 17	 1.500000
 22	 3	 18	 1.500000
 23	 5	 18	 1.500000
 24	 4	 18	 1.500000
 25	 6	 18	 1.500000
 26	 1	 19	 1.500000
 27	 2	 19	 1.500000
 
