601
1	 1	 2	 1.500000
 2	 2	 3	 1.500000
 3	 3	 4	 1.500000
 4	 4	 5	 1.500000
 5	 5	 6	 1.500000
 6	 6	 7	 1.500000
 7	 7	 8	 1.500000
 8	 8	 9	 1.500000
 9	 9	 10	 1.500000
 10	 10	 11	 1.500000
 11	 12	 13	 1.500000
 12	 13	 14	 1.500000
 13	 14	 15	 1.500000
 14	 15	 16	 1.500000
 15	 16	 17	 1.500000
 16	 17	 18	 1.500000
 17	 18	 19	 1.500000
 18	 19	 20	 1.500000
 19	 20	 21	 1.500000
 20	 21	 22	 1.500000
 21	 23	 24	 1.500000
 22	 24	 25	 1.500000
 23	 25	 26	 1.500000
 24	 26	 27	 1.500000
 25	 27	 28	 1.500000
 26	 28	 29	 1.500000
 27	 29	 30	 1.500000
 28	 30	 31	 1.500000
 29	 31	 32	 1.500000
 30	 32	 33	 1.500000
 31	 34	 35	 1.500000
 32	 35	 36	 1.500000
 33	 36	 37	 1.500000
 34	 37	 38	 1.500000
 35	 38	 39	 1.500000
 36	 39	 40	 1.500000
 37	 40	 41	 1.500000
 38	 41	 42	 1.500000
 39	 42	 43	 1.500000
 40	 43	 44	 1.500000
 41	 45	 46	 1.500000
 42	 46	 47	 1.500000
 43	 47	 48	 1.500000
 44	 48	 49	 1.500000
 45	 49	 50	 1.500000
 46	 50	 51	 1.500000
 47	 51	 52	 1.500000
 48	 52	 53	 1.500000
 49	 53	 54	 1.500000
 50	 54	 55	 1.500000
 51	 56	 57	 1.500000
 52	 57	 58	 1.500000
 53	 58	 59	 1.500000
 54	 59	 60	 1.500000
 55	 60	 61	 1.500000
 56	 61	 62	 1.500000
 57	 62	 63	 1.500000
 58	 63	 64	 1.500000
 59	 64	 65	 1.500000
 60	 65	 66	 1.500000
 61	 67	 68	 1.500000
 62	 68	 69	 1.500000
 63	 69	 70	 1.500000
 64	 70	 71	 1.500000
 65	 71	 72	 1.500000
 66	 72	 73	 1.500000
 67	 73	 74	 1.500000
 68	 74	 75	 1.500000
 69	 75	 76	 1.500000
 70	 76	 77	 1.500000
 71	 78	 79	 1.500000
 72	 79	 80	 1.500000
