83
111	 1	 0.000000
 111	 2	 0.000000
 112	 1	 0.000000
 112	 2	 0.000000
 113	 1	 0.000000
 113	 2	 0.000000
 114	 1	 0.000000
 114	 2	 0.000000
 115	 1	 0.000000
 115	 2	 0.000000
 117	 1	 0.000000
 117	 2	 0.000000
 118	 1	 0.000000
 118	 2	 0.000000
 119	 1	 0.000000
 119	 2	 0.000000
 120	 1	 0.000000
 120	 2	 0.000000
 121	 1	 0.000000
 121	 2	 0.000000
 122	 1	 0.000000
 122	 2	 0.000000
 123	 1	 0.000000
 123	 2	 0.000000
 124	 1	 0.000000
 124	 2	 0.000000
 125	 1	 0.000000
 125	 2	 0.000000
 126	 1	 0.000000
 126	 2	 0.000000
 127	 1	 0.000000
 127	 2	 0.000000
 128	 1	 0.000000
 128	 2	 0.000000
 129	 1	 0.000000
 129	 2	 0.000000
 130	 1	 0.000000
 130	 2	 0.000000
 131	 1	 0.000000
 131	 2	 0.000000
 132	 1	 0.000000
 132	 2	 0.000000
 133	 1	 0.000000
 133	 2	 0.000000
 134	 1	 0.000000
 134	 2	 0.000000
 135	 1	 0.000000
 135	 2	 0.000000
 136	 1	 0.000000
 136	 2	 0.000000
 137	 1	 0.000000
 137	 2	 0.000000
 138	 1	 0.000000
 138	 2	 0.000000
 139	 1	 0.000000
 139	 2	 0.000000
 140	 1	 0.000000
 140	 2	 0.000000
 141	 1	 0.000000
 141	 2	 0.000000
 142	 1	 0.000000
 142	 2	 0.000000
 143	 1	 0.000000
 143	 2	 0.000000
 144	 1	 0.000000
 144	 2	 0.000000
 145	 1	 0.000000
 145	 2	 0.000000
 146	 1	 0.000000
 146	 2	 0.000000
 147	 1	 0.000000
 147	 2	 0.000000
 148	 1	 0.000000
 148	 2	 0.000000
 149	 1	 0.000000
 149	 2	 0.000000
 150	 1	 0.000000
 150	 2	 0.000000
 151	 1	 0.000000
 151	 2	 0.000000
 152	 1	 0.000000
 152	 2	 0.000000
 116	 2	 0.000000
 
